시군명,충전소명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도,운영기관명,충전기타입명
안산시,안산시U정보센터,경기도 안산시 상록구 사동 1586-3번지,경기도 안산시 상록구 항가울로 200,15585,37.2983934610,126.8450354009,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안산시,올림픽기념관,경기도 안산시 단원구 고잔동 604번지,경기도 안산시 단원구 적금로 202,15335,37.3263317226,126.8281556486,한국전기차충전서비스,AC완속
안산시,안산시_일동행정복지센터,경기도 안산시 상록구 일동 706-3번지,경기도 안산시 상록구 성호로 53,15327,37.3103348439,126.8662037000,한국전기차충전서비스,AC완속
안산시,안산시_사동행정복지센터,경기도 안산시 상록구 사동 1304번지,경기도 안산시 상록구 석호로 171,15582,37.2971015567,126.8510490700,한국전기차충전서비스,AC완속
안산시,안산시_해양동행정복지센터,경기도 안산시 상록구 사동 1511-1번지,경기도 안산시 상록구 해양로 8,15595,37.2947280464,126.8200313834,한국전기차충전서비스,AC완속
안산시,안산시_부곡동행정복지센터,경기도 안산시 상록구 부곡동 671-4번지,경기도 안산시 상록구 성호로 326,15306,37.3317872112,126.8610906527,한국전기차충전서비스,AC완속
안산시,안산시_성포동행정복지센터,경기도 안산시 상록구 성포동 585번지,경기도 안산시 상록구 충장로 468,15294,37.3206909588,126.8494580685,한국전기차충전서비스,AC완속
안산시,안산시_고잔동행정복지센터,경기도 안산시 단원구 고잔동 659-6번지,경기도 안산시 단원구 화정천동로 252,15333,37.3268393866,126.8192003284,한국전기차충전서비스,AC완속
안산시,안산시_호수동행정복지센터,경기도 안산시 단원구 고잔동 712-2번지,경기도 안산시 단원구 광덕2로 125,15473,37.3102837435,126.8243826567,한국전기차충전서비스,AC완속
안산시,안산시_백운동행정복지센터,경기도 안산시 단원구 원곡동 936-5번지,경기도 안산시 단원구 원선로 91,15364,37.3316146694,126.8018414921,한국전기차충전서비스,AC완속
안산시,안산시_신길동행정복지센터,경기도 안산시 단원구 신길동 1625번지,경기도 안산시 단원구 중앙대로 415,15402,37.3303031720,126.7859830339,한국전기차충전서비스,AC완속
안산시,안산시_선부2동행정복지센터,경기도 안산시 단원구 선부동 997-2번지,경기도 안산시 단원구 지곡로 46,15230,37.3383633022,126.8029192145,한국전기차충전서비스,AC완속
안산시,안산동보건지소,경기도 안산시 상록구 수암동 467-3번지,경기도 안산시 상록구 원당골1길 23-3,15202,37.3643314121,126.8771556507,한국전기차충전서비스,AC완속
안산시,신안산대학교,경기도 안산시 단원구 초지동 671번지,경기도 안산시 단원구 신안산대학로 135,15435,37.3090201582,126.8054132774,한국전기차충전서비스,AC완속
안산시,원시동 공영주차장,경기도 안산시 단원구 원시동 778-6,,15434,37.3115661557,126.7919928412,한국전기차충전서비스,AC완속
안산시,안산운전면허시험장,경기도 안산시 단원구 와동 95-5번지,경기도 안산시 단원구 순환로 352,15245,37.3455668657,126.8281197833,한국전기차충전서비스,AC완속
안산시,안산시청,경기도 안산시 단원구 고잔동 515번지,경기도 안산시 단원구 화랑로 387,15335,37.3226698940,126.8309421906,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안산시,한국산업단지공단 경기지역본부,경기도 안산시 단원구 원시동 773-2번지,경기도 안산시 단원구 동산로 57,15433,37.3144583273,126.7967411993,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안산시,안산고잔6차푸르지오,경기도 안산시 상록구 사동 1512번지 안산고잔6차푸르지오 지하1층 주차장,경기도 안산시 상록구 해양1로 11,15594,37.2942264105,126.8253047736,이카플러그,AC완속
안산시,홈플러스 안산점,경기도 안산시 상록구 성포동 586번지 지상주차장 1층 35구역,경기도 안산시 상록구 충장로 432,15294,37.3171248925,126.8500756669,환경부(한국자동차환경협회),DC차데모+AC3상
안산시,안산 대부도서관 주차장,경기도 안산시 단원구 대부북동 425-3번지 안산 대부도서관 주차장,경기도 안산시 단원구 대남로 30,15645,37.2404716828,126.5831164874,대영채비,DC차데모+AC3상+DC콤보
안산시,안산 대부해양본부 주차장,경기도 안산시 단원구 대부북동 1959-1번지 안산 대부해양본부 주차장,경기도 안산시 단원구 돈지섬1길 10,15640,37.2718947922,126.5671255812,대영채비,DC차데모+AC3상+DC콤보
안산시,와스타디움1,경기도 안산시 단원구 화랑로 ,,,,,한국전기차충전서비스,AC완속
안산시,안산시_본오2동행정복지센터,경기도 안산시 상록구 본오동 796-4번지,경기도 안산시 상록구 각골로 75,15543,37.2962606546,126.8722903643,한국전기차충전서비스,AC완속
안산시,안산시 호수공원실내수영장,경기도 안산시 상록구 사동 1513번지 지상1층주차장(1513 지상1층주차장),경기도 안산시 상록구 광덕대로 70,15592,37.3021135495,126.8300749703,지엔텔,AC완속
안산시,안산시 안산시배드민턴전용경기장,경기도 안산시 단원구 와동 95-3번지 지상1층주차장(95-3 지상1층주차장),경기도 안산시 단원구 순환로 416,15255,37.3436126339,126.8348094548,지엔텔,AC완속
안산시,안산시 안산문화예술의전당,경기도 안산시 단원구 고잔동 817번지 지상1층주차장,경기도 안산시 단원구 화랑로 312,15355,37.3184603572,126.8230002961,지엔텔,AC완속
안산시,나무호텔,경기도 안산시 단원구 선부동 1072번지 호텔 주차장내,경기도 안산시 단원구 선부광장로 87,15367,37.3326746529,126.8088980489,지엔텔,AC완속
안산시,와동체육관,경기도 안산시 단원구 와동 813번지 주차장,경기도 안산시 단원구 화정천동로 396,15252,37.3400250401,126.8189458500,시그넷이브이,AC완속
안산시,안산단원경찰서,경기도 안산시 단원구 고잔동 514번지 단원구 고잔동,경기도 안산시 단원구 화랑로 373,15335,37.3218342069,126.8282182618,에스트래픽,DC차데모+AC3상+DC콤보
안산시,안산상록경찰서,경기도 안산시 상록구 사동 1586-4번지 상록구 사동,경기도 안산시 상록구 차돌배기로 10,15585,37.2997953628,126.8442672677,에스트래픽,DC차데모+AC3상+DC콤보
안산시,안산시민시장(초급속),경기도 안산시 단원구 초지동 604-4번지,경기도 안산시 단원구 화랑로 149,15387,37.3255776892,126.8052834703,에스트래픽,DC차데모+DC콤보
안성시,경기안성 호텔젠,경기도 안성시 양성면 동항리 589번지 옥외,경기도 안성시 양성면 도라지길 26,17502,37.0618234173,127.1852001559,에버온,AC완속
안성시,장안면옥,경기도 안성시 연지동 157-2번지 야외주차장,경기도 안성시 중앙로371번길 54,17580,37.0099231797,127.2694812958,이카플러그,AC완속
안성시,일죽면행정복지센터,경기도 안성시 일죽면 송천리 253-1번지,경기도 안성시 일죽면 금일로 433,17529,37.0905708752,127.4770340087,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안성시,안성맞춤휴게소(평택방향),경기도 안성시 서운면 신능리 51-16번지 제2소형주차장 여성전용주차장 옆,경기도 안성시 서운면 평택제천고속도로 41,17606,36.9703145694,127.2745777149,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성시 테크윙,경기도 안성시 원곡면 반제리 545번지 주차장,경기도 안성시 원곡면 기업단지로 129,17557,37.0086104114,127.1554983408,차지비,AC완속
안성시,의료법인대산의료재단동안성병원,경기도 안성시 일죽면 화봉리 809번지,경기도 안성시 일죽면 금일로 1-38,17532,37.0563788445,127.4735576585,파워큐브,AC완속
안성시,안성경찰서,경기도 안성시 도기동 544-8번지 안성시 옥산동,경기도 안성시 알미산로 140,17595,37.0004900988,127.2496953806,에스트래픽,DC차데모+AC3상+DC콤보
안성시,안성시 이마트(안성점),경기도 안성시 석정동 149-3번지 본관 4층 E구역,경기도 안성시 중앙로 246,17578,37.0127265766,127.2559163951,차지비,AC완속
안성시,일죽면사무소,경기도 안성시 일죽면 송천리 253-1번지 주차장,경기도 안성시 일죽면 금일로 433,17529,37.0905708752,127.4770340087,시그넷이브이,DC차데모+AC3상+DC콤보
안성시,중앙대학교 안성캠퍼스,경기도 안성시 대덕면 내리 741번지 내리 (중앙대 진입로 공영주차장),경기도 안성시 대덕면 중앙로 2,17546,37.0129744377,127.2289038256,에스트래픽,AC완속
안성시,고삼면사무소,경기도 안성시 고삼면 가유리 287-11번지 주차장 내,경기도 안성시 고삼면 고삼호수로 21,17505,37.0826930881,127.2634555485,에스트래픽,DC차데모+DC콤보
안성시,안성휴게소(부산방향),경기도 안성시 원곡면 반제리 642-6번지,경기도 안성시 원곡면 경부고속도로 365,17557,37.0135635759,127.1447184280,환경부(한국자동차환경협회),DC콤보
안성시,안성맞춤휴게소(제천방향),경기도 안성시 서운면 신능리 51-11,,17606,36.9687516537,127.2767075100,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성맞춤휴게소(평택방향),경기도 안성시 서운면 신능리 51-16,경기도 안성시 서운면 평택제천고속도로 41,17606,36.9699092410,127.2747474280,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성휴게소(서울방향),경기도 안성시 원곡면 산하리 421-4,경기도 안성시 원곡면 경부고속도로 372,17553,37.0767166077,127.1324762466,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,만정리안성부영아파트,경기도 안성시 공도읍 만정리 707-1번지 안성부영아파트 101동~106동 입구쪽,,17549,37.0076791088,127.1836251632,케이티,AC완속
안성시,기아오토큐 안성서비스,경기도 안성시 신건지동 7번지 안성시 신건지동,경기도 안성시 중앙로 215,17573,37.0136213774,127.2527098616,에스트래픽,DC차데모+DC콤보
안성시,안성3 1운동기념관,경기도 안성시 원곡면 칠곡리 2-18번지,경기도 안성시 원곡면 만세로 868,17555,37.0627792532,127.1752865570,에스트래픽,DC차데모+DC콤보
안성시,공도금호어울림2단지,경기도 안성시 공도읍 만정리 777-1번지 안성공도금호어울림 지하1층,경기도 안성시 공도읍 도화길 87,17550,37.0084321743,127.1721345892,케이티,AC완속
안성시,농어촌공사 안성지사,경기도 안성시 당왕동 347-1번지,경기도 안성시 실왕길 5,17539,37.0252040391,127.2656351112,한국전력,DC차데모+AC3상+DC콤보
안성시,골프존카운티안성 Q,경기도 안성시 죽산면 장계리 711번지,경기도 안성시 죽산면 장계길 20-229,17522,37.0469013207,127.3894979493,케이티,AC완속
안성시,안성대우아파트,경기도 안성시 당왕동 534번지 대우아파트,,17572,37.0142403590,127.2556080457,케이티,AC완속
안성시,에덴블루컨트리클럽(에덴블루CC),경기도 안성시 죽산면 장능리 848-5번지,경기도 안성시 죽산면 녹배길 175,17521,37.0599544193,127.3805370140,케이티,AC완속
안성시,주은청설아파트,경기도 안성시 공도읍 진사리 36-1번지 주은청설아파트 201동~209동,,17564,36.9890056931,127.1378543137,케이티,AC완속
안성시,공도금호어울림1단지,경기도 안성시 공도읍 만정리 785-6번지 안성공도금호어울림,,17550,37.0050533114,127.1726886043,케이티,AC완속
안성시,안성맞춤 아트홀,경기도 안성시 현수동 58-3 주차장,,17596,37.0013289729,127.2790150060,시그넷이브이,DC차데모+AC3상+DC콤보
안성시,안성시종합운동장,경기도 안성시 보개면 양복리 210번지 진입 후 좌측 주차장 끝,경기도 안성시 보개면 종합운동장로 162,17508,37.0132042701,127.3278453904,에스트래픽,DC차데모+DC콤보
안성시,안성3동주민센터,경기도 안성시 당왕동 534-7번지,경기도 안성시 고수2로 11,17572,37.0142267321,127.2577551287,에버온,AC완속
안성시,안성2동주민센터,경기도 안성시 도기동 67-4번지,경기도 안성시 강변로74번길 16,17596,37.0006300624,127.2698577641,한국전기차충전서비스,DC차데모+DC콤보
안성시,안성공도금호어울림3단지,경기도 안성시 공도읍 만정리 786-1번지 금호어울림,,17560,37.0037221178,127.1704913743,케이티,AC완속
안성시,안성베네스트GC,경기도 안성시 금광면 삼흥리 산1번지 외부주차장,경기도 안성시 금광면 삼흥로 660,17534,37.0181136310,127.3844696705,한국전기차충전서비스,AC완속
안성시,(주)비봉자동차공업사,경기도 안성시 죽산면 장능리 582-10번지 야외주차장,경기도 안성시 죽산면 삼죽로 288,17521,37.0736132091,127.3921254115,이카플러그,AC완속
안성시,공도읍사무소,경기도 안성시 공도읍 만정리 793-1번지 공도읍사무소,경기도 안성시 공도읍 공도4로 8,17560,37.0010143881,127.1725148540,에버온,AC완속
안성시,대덕면사무소,경기도 안성시 대덕면 건지리 425-1번지 대덕면사무소,경기도 안성시 대덕면 중앙로 82,17545,37.0124266864,127.2378759081,에버온,AC완속
안성시,서운면사무소,경기도 안성시 서운면 인리 107-4번지 서운면사무소,경기도 안성시 서운면 서운중앙길 23,17607,36.9433047732,127.2595521286,에버온,AC완속
안성시,죽산면사무소,경기도 안성시 죽산면 죽산리 348번지 죽산면사무소,경기도 안성시 죽산면 죽산초교길 61,17519,37.0785587407,127.4224724114,에버온,AC완속
안성시,금광면사무소,경기도 안성시 금광면 내우리 20-9번지,경기도 안성시 금광면 금광오산로 228,17536,36.9967543120,127.3167001872,에버온,AC완속
안성시,안성시보건소,경기도 안성시 도기동 67-21번지,경기도 안성시 강변로74번길 18,17596,37.0001973079,127.2698253514,한국전기차충전서비스,AC완속
안성시,윈체스트골프클럽(윈체스트GC),경기도 안성시 서운면 오촌리 173-4번지,경기도 안성시 서운면 오촌길 97-31,17606,36.9595919551,127.2818658523,케이티,AC완속
안성시,안성비룡쌍용아파트,경기도 안성시 당왕동 536번지 쌍용아파트(상가동),경기도 안성시 비룡로 26,17570,37.0146734408,127.2647231995,케이티,AC완속
안성시,안성신소현코아루아파트입대위,경기도 안성시 신소현동 175번지 안성신소현코아루아파트,,17568,37.0173622234,127.2570144779,케이티,AC완속
안성시,안성쌍용스윗닷홈,경기도 안성시 공도읍 진사리 644번지 쌍용스윗닷홈 108동 3-4라인 지하1층,경기도 안성시 공도읍 진건중길 15-13,17564,36.9916388282,127.1441236962,케이티,AC완속
안성시,죽산면사무소,경기도 안성시 죽산면 죽산리 348번지,경기도 안성시 죽산면 죽산초교길 57-1,17519,37.0780268822,127.4224504520,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,㈜안성내츄럴리조트,경기도 안성시 죽산면 매산리 251번지,경기도 안성시 죽산면 죽양대로 136-17,17518,37.0947485280,127.4379849959,환경부(한국자동차환경협회),DC콤보
안성시,북가현골프존카운티,경기도 안성시 보개면 북가현리 산65-1번지 골프존카운티,경기도 안성시 보개면 보삼로 302,17506,37.0953360930,127.3424012271,케이티,AC완속
안성시,원곡면사무소,경기도 안성시 원곡면 외가천리 273-1번지 원곡면사무소,경기도 안성시 원곡면 가천중앙1길 46,17556,37.0394241660,127.1294738168,에버온,AC완속
안성시,공도건강생활지원센터,경기도 안성시 공도읍 용두리 264,경기도 안성시 공도읍 공도로 51-11,17561,36.9997164817,127.1661030179,한국전기차충전서비스,AC완속
안성시,유림종합건설,경기도 안성시 현수동 218-5번지,경기도 안성시 강변남로 84,17596,37.0020222270,127.2766420753,대영채비,AC완속
안성시,고삼면사무소,경기도 안성시 고삼면 가유리 287-11번지,경기도 안성시 고삼면 고삼호수로 21,17505,37.0826930881,127.2634555485,에버온,AC완속
안성시,안성1동주민센터,경기도 안성시 영동 410-1번지,경기도 안성시 낙원길 95,17592,37.0056775898,127.2742710258,에버온,AC완속
안성시,안성시청,경기도 안성시 봉산동 31-3번지 2별관앞 오른쪽 화단근처,경기도 안성시 시청길 25,17586,37.0073565913,127.2803132010,에버온,AC완속
안성시,교동골프존카운티,경기도 안성시 양성면 동항리 25-1번지 골프존카운티,경기도 안성시 양성면 교동길 19-70,17502,37.0754876649,127.1950099835,케이티,AC완속
안성시,세븐일레븐 안성죽산녹박점,경기도 안성시 죽산면 장능리 660-5번지,경기도 안성시 죽산면 서동대로 6518,17521,37.0687801651,127.3812543655,한국전기차충전서비스,DC차데모+DC콤보
안성시,롯데마트 안성점,경기도 안성시 공도읍 양기리 306번지 정문 부근 옥외주차장,경기도 안성시 공도읍 서동대로 4478,17558,37.0078825813,127.1994840903,환경부(한국자동차환경협회),DC콤보
안성시,안성휴게소(서울방향),경기도 안성시 원곡면 산하리 67-3번지,경기도 안성시 원곡면 경부고속도로 372,17553,37.0767166077,127.1324762466,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성맞춤휴게소(음성방향),경기도 안성시 서운면 신능리 111-23번지 제2소형주차장 여성전용주차장 옆,경기도 안성시 서운면 평택제천고속도로 40,17606,36.9681054422,127.2742696696,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성시청,경기도 안성시 봉산동 31-3번지,경기도 안성시 시청길 25,17586,37.0073565913,127.2803132010,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안성시,안성시 안성병원,경기도 안성시 당왕동 436번지 지하1층 주차장,경기도 안성시 남파로 95,17568,37.0173057984,127.2602971750,차지비,AC완속
안성시,한경대학교,경기도 안성시 석정동 63-1번지 나래관 주차장,경기도 안성시 중앙로 327,17579,37.0119976744,127.2654845758,한국전기차충전서비스,AC완속
안성시,안성지사,경기도 안성시 석정동 270-22번지,경기도 안성시 내혜홀1길 14,17582,37.0076515622,127.2648909636,한국전력,DC차데모+AC3상+DC콤보
안성시,안성맞춤 아트홀,경기도 안성시 현수동 619번지,경기도 안성시 발화대길 21,17596,37.0013867509,127.2790715923,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안성시,안성시청,경기도 안성시 봉산동 31-3번지,경기도 안성시 시청길 25,17586,37.0073565913,127.2803132010,한국전기차충전서비스,AC완속
안성시,농협미래농업지원센터,경기도 안성시 공도읍 신두리 336-1번지,경기도 안성시 공도읍 대신두길 13,17558,36.9969606874,127.1938179232,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안성시,이마트 안성점,경기도 안성시 석정동 149-3번지,경기도 안성시 중앙로 246,17578,37.0127265766,127.2559163951,한국전력,DC차데모+AC3상+DC콤보
안성시,삼죽면사무소,경기도 안성시 삼죽면 용월리 산27-8번지 삼죽면사무소,경기도 안성시 삼죽면 삼죽로 112,17514,37.0732087391,127.3749588422,에버온,AC완속
안성시,양성면사무소,경기도 안성시 양성면 동항리 324번지 양성면사무소,경기도 안성시 양성면 읍내길 21,17502,37.0598825532,127.1944763279,에버온,AC완속
안성시,미양면사무소,경기도 안성시 미양면 양지리 190번지,경기도 안성시 미양면 양지길 29,17601,36.9753616180,127.2153414476,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안성시,에덴파크모텔,경기도 안성시 공도읍 마정리 223-97번지,경기도 안성시 공도읍 전원길 62-5,17548,37.0182658470,127.2098304666,제주전기자동차서비스,AC완속
안성시,GS수퍼마켓 안성점,경기도 안성시 영동 410-16,,17592,,,대영채비,DC차데모+AC3상+DC콤보
안성시,한국국토정보공사 안성지사,경기도 안성시 가사동 123-2번지,경기도 안성시 보개원삼로 47,17585,37.0089214475,127.2832311672,대영채비,AC완속
안성시,보개면사무소,경기도 안성시 보개면 불현리 42-1번지,경기도 안성시 보개면 보개원삼로 220,17509,37.0230156078,127.2908584099,에버온,AC완속
안양시,호계3동 행정복지센터,경기도 안양시 동안구 호계동 764-5번지,경기도 안양시 동안구 경수대로 504,14123,37.3676268554,126.9588589333,에버온,AC완속
안양시,금강IT타워CEO협의회,경기도 안양시 동안구 관양동 810번지 금강펜테리움IT타워,,14056,37.4009700962,126.9691155194,케이티,AC완속
안양시,석수2동행정복지센터,경기도 안양시 만안구 석수동 279-1번지 행정복지센터,경기도 안양시 만안구 안양로 496,13964,37.4138648611,126.9093924366,에버온,AC완속
안양시,평안동행정복지센터,경기도 안양시 동안구 평촌동 896-4번지 평안동행정복지센터,경기도 안양시 동안구 관평로138번길 39,14068,37.3904021618,126.9642646183,에버온,AC완속
안양시,안양9동 행정복지센터,경기도 안양시 만안구 안양동 995-27번지,경기도 안양시 만안구 병목안로142번길 12-9,14019,37.3914790466,126.9084271144,에버온,AC완속
안양시,평촌지하주차장,경기도 안양시 동안구 시민대로 238 지하2층(동안구 관양동 1591-5),,14067,,,한국전기차충전서비스,AC완속
안양시,롯데식품관 평촌점,경기도 안양시 동안구 호계동 1053-1번지,경기도 안양시 동안구 시민대로160번길 20,14073,37.3885705044,126.9501117316,한국전기차충전서비스,DC차데모+AC3상+DC콤보
안양시,EV충전소 SK석수동주유소 (ev Most),경기도 안양시 만안구 석수동 259-1번지,경기도 안양시 만안구 안양로 574,13962,37.4201914360,126.9073876261,evMost,DC콤보
안양시,안양시청,경기도 안양시 동안구 관양동 1590,,14053,37.3937421037,126.9554627956,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안양시,갈산동 행정복지센터,경기도 안양시 동안구 호계동 1118번지,경기도 안양시 동안구 흥안대로223번길 30,14106,37.3761420408,126.9661732185,에버온,AC완속
안양시,부흥동 주민센터,경기도 안양시 동안구 비산동 1103-1번지,경기도 안양시 동안구 달안로 28,14045,37.3936675738,126.9471710801,에버온,AC완속
안양시,아이퍼스트타워,경기도 안양시 동안구 관양동 1502-6번지 아이퍼스트타워,경기도 안양시 동안구 흥안대로 519,13951,37.4003344455,126.9761475840,케이티,AC완속
안양시,대우남서울서비스,경기도 안양시 동안구 평촌동 82번지,경기도 안양시 동안구 시민대로 402,14058,37.3958936165,126.9747775789,케이티,AC완속
안양시,안양시 안양감리교회교육관,경기도 안양시 동안구 호계동 892-6번지 주차장입구 오른쪽 끝,경기도 안양시 동안구 전파로 87,14040,37.3901120414,126.9424525293,차지비,AC완속
안양시,안양시 좋은이웃교회,경기도 안양시 동안구 비산동 554-15번지 건물주차장 B2 왼쪽 끝,경기도 안양시 동안구 경수대로 938,13925,37.3991172259,126.9330761374,차지비,AC완속
안양시,안양시 안양종합운동장,"경기도 안양시 동안구 비산동 1023번지 지상1층주차장(정문방향, 19,20,21입구옆, 야외수영장앞)",경기도 안양시 동안구 평촌대로 389,13918,37.4051419651,126.9452337376,지엔텔,DC차데모+AC3상+DC콤보
안양시,피에스엔,경기도 안양시 동안구 관양동 823번지 지하주차장 1층 램프 우측(823 지하주차장 1층 램프 우측),경기도 안양시 동안구 벌말로 140,14057,37.4002278584,126.9704313633,지엔텔,AC완속
안양시,안양동안경찰서,경기도 안양시 동안구 비산동 1105번지 동안구 비산동,경기도 안양시 동안구 동안로159번길 43,14048,37.3912507706,126.9488607825,에스트래픽,DC차데모+AC3상+DC콤보
안양시,기아오토큐 군포자동차정비,경기도 안양시 동안구 호계동 1028-12번지 동안구 호계동,경기도 안양시 동안구 엘에스로 95,14119,37.3705977682,126.9502542372,에스트래픽,DC차데모+DC콤보
안양시,만안구청,경기도 안양시 만안구 안양동 530 구청 건물입구 앞,경기도 안양시 만안구 안양로 128,14034,37.3866391208,126.9324245514,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안양시,동안구청,경기도 안양시 동안구 비산동 1111번지,경기도 안양시 동안구 동안로 158,14047,37.3925059174,126.9512804856,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안양시,부림동행정복지센터,경기도 안양시 동안구 관양동 1588-1번지 부림동행정복지센터,경기도 안양시 동안구 달안로 154,14051,37.3987270036,126.9594601557,에버온,AC완속
안양시,안양6동행정복지센터,경기도 안양시 만안구 안양동 437-4번지 행정복지센터,경기도 안양시 만안구 안양로170번길 23,14033,37.3900734390,126.9305685788,에버온,AC완속
안양시,평촌동행정복지센터,경기도 안양시 동안구 평촌동 75-16번지 평촌동행정복지센터,경기도 안양시 동안구 흥안대로456번길 21,14061,37.3946509614,126.9770909419,에버온,AC완속
안양시,석수1동 행정복지센터,경기도 안양시 만안구 석수동 806번지,경기도 안양시 만안구 경수대로 1252,13909,37.4196306293,126.9106015939,에버온,AC완속
안양시,안양4동 행정복지센터,경기도 안양시 만안구 안양동 711-399번지,경기도 안양시 만안구 냉천로193번길 34,14002,37.3965555386,126.9178660397,에버온,AC완속
안양시,안양7동 행정복지센터,경기도 안양시 만안구 안양동 1397번지,경기도 안양시 만안구 덕천로 115,14038,37.3914677852,126.9337437885,에버온,AC완속
안양시,안양시청,경기도 안양시 동안구 관양동 1590번지,경기도 안양시 동안구 시민대로 235,14053,37.3952062890,126.9582878965,한국전기차충전서비스,AC완속
안양시,석수아이파크아파트,경기도 안양시 만안구 석수동 794번지 석수아이파크,,13973,37.4056894898,126.9022251724,케이티,AC완속
안양시,평촌목련신동아아파트903동,경기도 안양시 동안구 호계동 1053-3번지 목련신동아아파트 901동~903동,,14074,37.3859535627,126.9533615551,케이티,AC완속
안양시,박달우성아파트,경기도 안양시 만안구 박달동 85번지 우성아파트,,14008,37.3996316541,126.9074704755,케이티,AC완속
안양시,신안메트로칸,경기도 안양시 동안구 비산동 1115번지 신안메트로칸,경기도 안양시 동안구 평촌대로 239,14047,37.3926182411,126.9541265594,케이티,AC완속
안양시,평촌삼성래미안103동,경기도 안양시 동안구 평촌동 34번지 삼성래미안아파트 103동 지하,,14062,37.3928372271,126.9786851547,케이티,AC완속
안양시,호계일신아파트,경기도 안양시 동안구 호계동 920-4번지 일신아파트 101동,,14077,37.3843447004,126.9485272722,케이티,AC완속
안양시,안양국제유통단지관리단,경기도 안양시 동안구 호계동 555-9번지 지상(옥상) 19번 계단 출입구 주변,경기도 안양시 동안구 엘에스로 92,14117,37.3716127805,126.9514327046,지엔텔,DC차데모+AC3상+DC콤보
안양시,홈플러스 안양점,경기도 안양시 동안구 호계동 555-9번지 지하주차장 2층 D1 구역,경기도 안양시 동안구 엘에스로 92,14117,37.3716127805,126.9514327046,환경부(한국자동차환경협회),DC차데모+AC3상
안양시,㈜평촌써비스,경기도 안양시 동안구 관양동 853-1번지 (주)평촌써비스,경기도 안양시 동안구 시민대로393번길 21,14057,37.3975270271,126.9731844688,대영채비,AC완속
안양시,달안동 주민센터,경기도 안양시 동안구 비산동 1101-5번지,경기도 안양시 동안구 달안로 65,14043,37.3960972839,126.9501810217,에버온,AC완속
안양시,안양1동 행정복지센터,경기도 안양시 만안구 안양동 1383번지,경기도 안양시 만안구 장내로 170,13995,37.3991006375,126.9259019346,에버온,AC완속
안양시,기아오토큐 평촌서비스,경기도 안양시 동안구 관양동 853-1번지 동안구 관양동,경기도 안양시 동안구 시민대로393번길 21,14057,37.3975270271,126.9731844688,에스트래픽,DC차데모+DC콤보
안양시,안양지사,경기도 안양시 동안구 호계동 921번지,경기도 안양시 동안구 귀인로 59,14079,37.3836618896,126.9470751087,한국전력,DC차데모+AC3상+DC콤보
안양시,안양시 토브키즈어린이집,경기도 안양시 만안구 석수동 348-5번지 주차장,경기도 안양시 만안구 화창로92번길 25,13905,37.4124339554,126.9044542082,차지비,AC완속
안양시,안양시 이마트(평촌점),경기도 안양시 동안구 관양동 1608번지 본관4층 A구역,경기도 안양시 동안구 시민대로 300,14066,37.3949065751,126.9637241704,차지비,AC완속
안양시,안양시 평촌오비즈타워,경기도 안양시 동안구 관양동 1802번지 B3층 66 구역,경기도 안양시 동안구 벌말로 126,14057,37.3997224989,126.9702993402,차지비,AC완속
안양시,안양만안경찰서,경기도 안양시 만안구 안양동 578-8번지 고객주차장 1층(만안구 안양동),경기도 안양시 만안구 냉천로 63,14091,37.3865936320,126.9267315708,에스트래픽,DC차데모+AC3상+DC콤보
안양시,관악역 3환승 공영주차장 ,경기도 안양시 만안구 석수1동 110-26 입구 맨끝 왼쪽,,,37.4184153852,126.9096743640,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
안양시,평촌삼성래미안105동,경기도 안양시 동안구 평촌동 34번지 삼성래미안아파트 105동 지하,,14062,37.3931650461,126.9794398026,케이티,AC완속
안양시,안양SKV1센터,경기도 안양시 동안구 호계동 555-42번지 지하3층 주차장,경기도 안양시 동안구 엘에스로116번길 25-32,14118,37.3740612160,126.9487832775,한국전기차충전서비스,AC완속
안양시,홈플러스 평촌점,경기도 안양시 동안구 비산동 1109-3번지,경기도 안양시 동안구 동안로 162,14046,37.3932681230,126.9504276328,한국전력,DC차데모+AC3상+DC콤보
