시군명,충전소명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도,운영기관명,충전기타입명
가평군,한국국토정보공사 가평지사,경기도 가평군 가평읍 읍내리 487-5번지 한국국토정보공사 가평지사,경기도 가평군 가평읍 석봉로 158,12418,37.8291754313,127.5113522273,대영채비,AC완속
가평군,아침고요수목원,경기도 가평군 상면 행현리 623-3번지 지상 나 주차장,경기도 가평군 상면 수목원로 432,12448,37.7439537969,127.3525341486,케이티,AC완속
가평군,호명산스카이라운지,경기도 가평군 가평읍 산유리 456번지 펜션 주차장 내,경기도 가평군 가평읍 상지로 780,12429,37.7494630257,127.5009081400,지엔텔,AC완속
가평군,(19년설치취소)휴타운펜션식당,경기도 가평군 상면 행현리 387-2번지 펜션 주차장 내,경기도 가평군 상면 수목원로 162,12448,37.7638043683,127.3627697002,지엔텔,AC완속
가평군,설악면사무소 후문,경기도 가평군 설악면 신천리 156-1번지,경기도 가평군 설악면 한서로 8,12467,37.6759861260,127.4941031502,한국전기차충전서비스,DC차데모+AC3상+DC콤보
가평군,에덴스포츠타운,경기도 가평군 청평면 상천리 258,,12449,37.7794449295,127.4649215264,한국전기차충전서비스,AC완속
가평군,남이섬꼬꼬춘천닭갈비,경기도 가평군 가평읍 달전리 119번지,경기도 가평군 가평읍 북한강변로 1045,12422,37.8059103284,127.5249011372,제주전기자동차서비스,AC완속
가평군,원조곰탕사골,경기도 가평군 가평읍 마장리 396-21번지,경기도 가평군 가평읍 가화로 394,12409,37.8533760747,127.5067749263,제주전기자동차서비스,AC완속
가평군,가평지사,경기도 가평군 가평읍 읍내리 631-1번지,경기도 가평군 가평읍 가화로 169-11,12413,37.8340155683,127.5105915608,한국전력,DC차데모+AC3상+DC콤보
가평군,세븐일레븐 가평자전거테마파크점,경기도 가평군 가평읍 상색리 273-10번지,경기도 가평군 가평읍 경춘로 1782,12426,37.7981512673,127.4823370893,한국전기차충전서비스,DC차데모+DC콤보
가평군,한얼산기도원,경기도 가평군 청평면 대성리 222-7 한얼산기도원,경기도 가평군 청평면 큰갈월로 237,12457,37.7325502527,127.3831530481,에버온,AC완속
가평군,밸리러브 펜션,경기도 가평군 북면 이곡리 605-3번지 야외주차장,경기도 가평군 북면 이곡둑길 141,12407,37.8798280704,127.5501362558,지엔텔,AC완속
가평군,청평면사무소,경기도 가평군 청평면 청평리 333-1번지,경기도 가평군 청평면 은고개로 23,12452,37.7398216605,127.4244892414,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평휴게소(서울방향),"경기도 가평군 설악면 미사리 145-3번지 가평휴게소 , SK 가평주유소(서울방향) 옆",경기도 가평군 설악면 미사리로 544,12462,37.7017384936,127.5434705352,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평환경성질환 예방관리센터,경기도 가평군 상면 행현리 922,,12448,37.7723527353,127.3365191212,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평군 청평마이다스골프클럽,경기도 가평군 설악면 이천리 240번지 주차장,경기도 가평군 설악면 다락재로 73-111,12459,37.6657668527,127.4586935099,차지비,AC완속
가평군,뉴월드호텔,경기도 가평군 설악면 선촌리 410번지 야외주차장,경기도 가평군 설악면 유명로 1734,12466,37.6763268185,127.4784763176,지엔텔,AC완속
가평군,가평군 농업기술센터,경기도 가평군 가평읍 승안리 125-2 지상1층주차장,,12408,37.8461223176,127.4977509335,지엔텔,DC차데모+AC3상+DC콤보
가평군,연인벨리펜션,경기도 가평군 북면 백둔리 364-8번지 주차장,경기도 가평군 북면 백둔로467번길 5-9,12406,37.9020755496,127.4581295427,지엔텔,AC완속
가평군,대지의천상,경기도 가평군 북면 제령리 597-1번지 주차장,경기도 가평군 북면 가화로 1364-66,12405,37.9027941481,127.5143892424,지엔텔,AC완속
가평군,연못이있는풍경,경기도 가평군 상면 행현리 309-2번지 펜션 주차장,경기도 가평군 상면 수목원로 92-41,12448,37.7692137033,127.3639632675,지엔텔,AC완속
가평군,가평휴게소(서울방향),경기도 가평군 설악면 미사리 145-3번지,경기도 가평군 설악면 미사리로 544,12462,37.7017384936,127.5434705352,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,바오바오펜션,경기도 가평군 상면 상동리 73-10번지 펜션 주차장 내,경기도 가평군 상면 돌아우길 64-11,12443,37.7871366500,127.3203304809,지엔텔,AC완속
가평군,더웰리스펜션,경기도 가평군 북면 제령리 532-3번지 펜션 주차장 내,경기도 가평군 북면 꽃넘이길 35,12405,37.8954461698,127.5275244806,지엔텔,AC완속
가평군,온더락,경기도 가평군 상면 행현리 산190번지 펜션내 주차장 모뎀수량:2P 1개,경기도 가평군 상면 수목원로 238-106,12448,37.7602120377,127.3584962587,지엔텔,AC완속
가평군,토리펜션,경기도 가평군 상면 행현리 803-1번지 펜션 주차장 내,경기도 가평군 상면 축령로 183-210,12448,37.7740189644,127.3573571482,지엔텔,AC완속
가평군,새연리조트,경기도 가평군 조종면 신상리 475-3번지 펜션내 주차장,경기도 가평군 조종면 운악청계로333번길 86,12434,37.8467507954,127.3465556222,지엔텔,AC완속
가평군,가평읍사무소,경기도 가평군 가평읍 읍내리 366번지,경기도 가평군 가평읍 가화로 62,12419,37.8253712606,127.5165445246,한국전기차충전서비스,DC차데모+AC3상+DC콤보
가평군,경기가평 스카이빌,경기도 가평군 상면 행현리 646-13번지 1층 주차장①②,경기도 가평군 상면 수목원로386번길 14,12448,37.7480359068,127.3518109275,에버온,AC완속
가평군,국립 유명산자연휴양림,경기도 가평군 설악면 가일리 산35번지,경기도 가평군 설악면 유명산길 79-53,12473,37.5932243492,127.4911984972,대영채비,DC차데모+AC3상+DC콤보
가평군,향기로운추억펜션,경기도 가평군 가평읍 금대리 84-1번지 야외주차장,경기도 가평군 가평읍 북한강변로 272-1,12428,37.7528645875,127.5358833191,지엔텔,AC완속
가평군,잣향기푸른숲펜션,경기도 가평군 상면 행현리 805-4번지,경기도 가평군 상면 축령로 171-24,12448,37.7748286770,127.3561405833,제주전기자동차서비스,AC완속
가평군,(주)남이섬,경기도 가평군 가평읍 달전리 144-11번지 남이섬매표소 남이섬,경기도 가평군 가평읍 북한강변로 1024,12422,37.8039453541,127.5253548651,케이티,AC완속
가평군,청심실내체육관,경기도 가평군 설악면 송산리 583-2번지 1주차장 35기둥,경기도 가평군 설악면 미사리로 258,12461,37.6838441798,127.5204371470,케이티,AC완속
가평군,CU청평대인점,경기도 가평군 청평면 대성리 332-20번지,경기도 가평군 청평면 경춘로 239,12457,37.6968307940,127.3835380853,에스트래픽,DC차데모+AC3상+DC콤보
가평군,"1,2,3,4펜션",경기도 가평군 설악면 회곡리 637번지 지하1층,경기도 가평군 설악면 회곡안골길 78-12,12459,37.6982465790,127.4473432952,파워큐브,AC완속
가평군,북면사무소 이전예정지(목동근린공원),경기도 가평군 북면 목동리 913-4번지 지상 주차장,경기도 가평군 북면 가화로 1030-39,12403,37.8881384809,127.5493003169,에스트래픽,DC차데모+DC콤보
가평군,가평휴게소(춘천방향),"경기도 가평군 설악면 미사리 149-4번지 가평휴게소 , SK 가평주유소(춘천방향) 옆",경기도 가평군 설악면 미사리로540번길 51,12462,37.7019355153,127.5467944736,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평군청,경기도 가평군 가평읍 읍내리 513번지 정면 우측 주차장,경기도 가평군 가평읍 석봉로 181,12417,37.8312936704,127.5097161526,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평휴게소(춘천방향),경기도 가평군 설악면 미사리 149-4번지,경기도 가평군 설악면 미사리로540번길 51,12462,37.7019355153,127.5467944736,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
가평군,가평군 젠하이더웨이팬션,경기도 가평군 청평면 삼회리 306-2번지,경기도 가평군 청평면 북한강로 1853,12458,37.6835018388,127.3853962175,차지비,AC완속
가평군,상면사무소,경기도 가평군 상면 연하리 171-1번지 지상주차장,경기도 가평군 상면 청군로 1105,12444,37.8046992753,127.3567983283,한국전력,DC차데모+AC3상+DC콤보
가평군,설악면사무소,경기도 가평군 설악면 신천리 156-1번지 지상주차장,경기도 가평군 설악면 한서로 8,12467,37.6759861260,127.4941031502,한국전력,DC차데모+AC3상+DC콤보
가평군,조종면사무소,경기도 가평군 조종면 현리 567-7번지 지상주차장,경기도 가평군 조종면 조종내길 71,12438,37.8177188880,127.3531942157,한국전력,DC차데모+AC3상+DC콤보
가평군,가평애스파팬션(전해룡),경기도 가평군 가평읍 금대리 285번지 야외주차장,경기도 가평군 가평읍 북한강변로 465,12428,37.7689975229,127.5384571951,이카플러그,AC완속
고양시,풍동숲속마을7단지,경기도 고양시 일산동구 풍동 1261번지 숲속마을7단지아파트,,10305,37.6725097530,126.8011546167,케이티,AC완속
고양시,중산마을8단지대우삼성아파트,경기도 고양시 일산동구 중산동 1574번지 중산마을8단지대우삼성아파트,,10333,37.6891807134,126.7810817506,케이티,AC완속
고양시,문촌삼익아파트,경기도 고양시 일산서구 주엽동 29번지 문촌마을4단지아파트,,10388,37.6749614282,126.7612383059,케이티,AC완속
고양시,화정동옥빛마을13단지,경기도 고양시 덕양구 화정동 987번지 옥빛마을13단지아파트,,10499,37.6314029963,126.8343606098,케이티,AC완속
고양시,일산요진와이시티,경기도 고양시 일산동구 백석동 1237번지 일산요진와이시티,,10450,37.6425501271,126.7936596773,케이티,AC완속
고양시,장항동대우메종리브르,경기도 고양시 일산동구 장항동 750-1번지 대우메종리브르,,10364,37.6614751047,126.7651587748,케이티,AC완속
고양시,하이파크시티일산아이파크5단지,경기도 고양시 일산서구 덕이동 1540번지 하이파크시티일산아이파크5단지,,10234,37.6973812825,126.7547204254,케이티,AC완속
고양시,탄현큰마을아파트,경기도 고양시 일산서구 탄현동 121번지 큰마을대림현대아파트,,10239,37.7010559004,126.7628851543,케이티,AC완속
고양시,하이파크시티일산파밀리에4단지,경기도 고양시 일산서구 덕이동 1535번지 하이파크시티일산파밀리에4단지,,10235,37.6981694190,126.7510826832,케이티,AC완속
고양시,고양농수산물종합유통센터,경기도 고양시 일산서구 대화동 2324번지 농수산물유통센터,경기도 고양시 일산서구 대화로 362,10226,37.6835919434,126.7463412799,케이티,AC완속
고양시,일산후곡5단지아파트,경기도 고양시 일산서구 일산동 1048번지 후곡5단지아파트,,10372,37.6807386583,126.7640842190,케이티,AC완속
고양시,숲속마을9단지아파트,경기도 고양시 일산동구 풍동 1252번지 902동 3-4라인 지하1층 B02 기둥,경기도 고양시 일산동구 숲속마을로 195,10303,37.6729565834,126.8035543957,케이티,AC완속
고양시,(주)자일일산서비스,경기도 고양시 일산서구 덕이동 270번지 정비동 오일교환기 앞 주차블럭,경기도 고양시 일산서구 경의로 848,10232,37.6928571772,126.7605276909,케이티,AC완속
고양시,한양파인컨트리클럽,경기도 고양시 덕양구 성사동 291번지 1층 주차장,경기도 고양시 덕양구 고양대로 1591,10293,37.6520403329,126.8631860956,케이티,AC완속
고양시,롯데마트 화정점,경기도 고양시 덕양구 화정동 982 2층주차장 입구 정면,,,,,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
고양시,덕양구청 주차장,경기도 고양시 덕양구 화정동 955번지 입구 좌측,경기도 고양시 덕양구 화중로104번길 13,10497,37.6374571807,126.8322777968,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
고양시,위시티3단지B3,"경기도 고양시 일산동구 식사동 1504번지 위시티일산자이4단지아파트 309동 B3 1,2동",,10323,37.6795946075,126.8166132958,케이티,AC완속
고양시,굿모닝힐2차202동,경기도 고양시 일산동구 백석동 1320번지 동문굿모닝힐II,,10449,37.6388182315,126.7875971678,케이티,AC완속
고양시,대방샤인밸리,경기도 고양시 일산동구 백석동 1239-2번지 대방샤인밸리,경기도 고양시 일산동구 일산로 74-17,10450,37.6441922923,126.7909463738,케이티,AC완속
고양시,비잔티움1단지,경기도 고양시 일산동구 백석동 1318번지 비잔티움1단지,,10449,37.6386990962,126.7887657343,케이티,AC완속
고양시,디아뜨크리스탈,경기도 고양시 일산동구 백석동 1325번지 디아뜨크리스탈오피스텔,경기도 고양시 일산동구 일산로 16,10449,37.6404009459,126.7855078371,케이티,AC완속
고양시,굿모닝힐2차201동,경기도 고양시 일산동구 백석동 1319번지 동문굿모닝힐2차오피스텔,,10449,37.6392812342,126.7881481297,케이티,AC완속
고양시,굿모닝힐2차203동,경기도 고양시 일산동구 백석동 1321번지 동문굿모닝힐II,,10449,37.6393188374,126.7869123262,케이티,AC완속
고양시,신성하이네트스 오피스텔,경기도 고양시 일산동구 장항동 854번지 신성하이네스트 지하3층 전기실 앞,경기도 고양시 일산동구 정발산로42번길 24,10403,37.6561745073,126.7737590468,케이티,AC완속
고양시,일산삼성아파트 입주자대표회의,경기도 고양시 일산서구 일산동 1876번지 삼성아파트 101동~107동,,10339,37.6903614596,126.7751951362,케이티,AC완속
고양시,후곡동신아파트,경기도 고양시 일산서구 일산동 1057번지 후곡마을8단지아파트,,10371,37.6799027008,126.7615635431,케이티,AC완속
고양시,삼운트루아,경기도 고양시 일산서구 대화동 2223번지 삼운트루아오피스텔,,10381,37.6752154551,126.7486599563,케이티,AC완속
고양시,월드메르디앙오피스텔,경기도 고양시 일산서구 대화동 2239-1번지 월드메르디앙오피스텔,,10380,37.6745350445,126.7493812178,케이티,AC완속
고양시,VIC마켓 킨텍스점,경기도 고양시 일산서구 대화동 1050-171번지,경기도 고양시 일산서구 주엽로 79,10391,37.6672704473,126.7536496647,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
고양시,고양시 호텔첼시,경기도 고양시 덕양구 주교동 606-10번지 주차장,경기도 고양시 덕양구 고양대로 1325,10460,37.6564262297,126.8315864526,차지비,AC완속
고양시,고양시 이마트(화정점),경기도 고양시 덕양구 화정동 976번지 본관4층 1구역,경기도 고양시 덕양구 백양로 79,10500,37.6326864598,126.8333971579,차지비,AC완속
고양시,고양시 이마트(풍산점),경기도 고양시 일산동구 중산동 1809번지 본관6층 A구역,경기도 고양시 일산동구 무궁화로 237,10311,37.6738948112,126.7871031801,차지비,AC완속
고양시,고양시 이마트(타운킨텍스점),경기도 고양시 일산서구 대화동 2703번지 지하2층,경기도 고양시 일산서구 킨텍스로 171,10390,37.6615673830,126.7441037261,차지비,AC완속
고양시,고양시 원마운트,경기도 고양시 일산서구 대화동 2606번지 1주차장 입구(1층),경기도 고양시 일산서구 한류월드로 300,10392,37.6645540055,126.7545272288,차지비,AC완속
고양시,고양시 인선모터스,경기도 고양시 일산동구 식사동 273-1번지 주차장,경기도 고양시 일산동구 동국로 286,10317,37.6911390727,126.8163599137,차지비,AC완속
고양시,홈플러스 경기일산점,경기도 고양시 일산동구 장항동 755번지,경기도 고양시 일산동구 중앙로1275번길 64,10401,37.6590645766,126.7688671725,환경부(한국자동차환경협회),DC콤보
고양시,이마트 킨텍스점(지하3층 주차장),경기도 고양시 일산서구 대화동 2703번지 (지하3층 B구역),경기도 고양시 일산서구 킨텍스로 171,10390,37.6615673830,126.7441037261,에스트래픽,DC차데모+DC콤보
고양시,백석1공영주차장,경기도 고양시 일산동구 백석동 1311번지,경기도 고양시 일산동구 장백로 31-12,10449,37.6405934018,126.7875235434,에스트래픽,DC차데모+AC3상+DC콤보
고양시,굿모닝자동차서비스,경기도 고양시 일산동구 성석동 1305-13번지 굿모닝자동차서비스 지상주차장,경기도 고양시 일산동구 고봉로 466,10328,37.6996686548,126.7820013941,에스트래픽,AC완속
고양시,오일파워주유소,경기도 고양시 일산동구 중산동 1710번지 오일파워주유소,경기도 고양시 일산동구 고양대로 834,10310,37.6806594717,126.7878889957,SK에너지,DC차데모+DC콤보
고양시,장항2동행정복지센터,경기도 고양시 일산동구 장항동 900번지,경기도 고양시 일산동구 노루목로 114,10422,37.6498842164,126.7783206813,에버온,AC완속
고양시,일산호수공원제2공영주차장,경기도 고양시 일산동구 장항동 906번지,경기도 고양시 일산동구 호수로 731,10400,37.6644650844,126.7604466371,한국전기차충전서비스,DC차데모+DC콤보
고양시,동양메이저타워,경기도 고양시 일산동구 장항동 849번지 동양메이저빌오피스텔 메이저타워,경기도 고양시 일산동구 중앙로 1227,10403,37.6558477325,126.7748505682,케이티,AC완속
고양시,주식회사더한산업,경기도 고양시 일산동구 백석동 1293번지,경기도 고양시 일산동구 강석로 9,10447,37.6443166943,126.7876580077,케이티,AC완속
고양시,탄현역 환승공영주차장,경기도 고양시 일산서구 일현로 97-27 ,,,,,한국전력,DC차데모+AC3상+DC콤보
고양시,고양삼성아파트,경기도 고양시 덕양구 고양동 197번지 103동지하1층 변전실옆,경기도 고양시 덕양구 혜음로 30,10275,37.7028265926,126.9021271361,케이티,AC완속
고양시,더루벤스카운티,경기도 고양시 일산동구 백석동 1313번지 더루벤스카운티 지하4층 D06기둥,경기도 고양시 일산동구 장백로 19,10449,37.6401799207,126.7892049963,케이티,AC완속
고양시,고양시 현대블루핸즈온누리오토프로,경기도 고양시 덕양구 신원동 666번지 주차장,경기도 고양시 덕양구 권율대로 822,10572,37.6595224014,126.8837450604,차지비,AC완속
고양시,LH고양사업단,경기도 고양시 덕양구 삼송동 218-4번지 지상 1층 주차장내(218-4 지상 1층 주차장내),경기도 고양시 덕양구 덕수천1로 13,10587,37.6466683689,126.8783875565,지엔텔,AC완속
고양시,한국노인인력개발원,경기도 고양시 일산동구 중산동 1701번지 한국노인인력개발원 주차장 내,경기도 고양시 일산동구 하늘마을로 106,10310,37.6804467921,126.7840238809,지엔텔,AC완속
고양시,롯데마트 주엽점,경기도 고양시 일산서구 주엽동 15번지 지하주차장 2층 210구역,경기도 고양시 일산서구 중앙로 1496,10379,37.6733850465,126.7556522140,환경부(한국자동차환경협회),DC차데모+AC3상
고양시,고양종합운동장 부설주차장,경기도 고양시 일산서구 대화동 2320번지 대형주차장 왼쪽도로변,경기도 고양시 일산서구 중앙로 1601,10223,37.6746400996,126.7418505989,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
고양시,능곡장미8차아파트,경기도 고양시 덕양구 토당동 873번지 장미8차아파트,,10515,37.6211337159,126.8258741486,제주전기자동차서비스,AC완속
고양시,밤가시마을건영6단지,경기도 고양시 일산동구 정발산동 1260번지 밤가시건영빌라6단지,,10358,37.6751316779,126.7815008247,제주전기자동차서비스,AC완속
고양시,헤센스마트오피스텔,경기도 고양시 일산서구 탄현동 1559-1번지,경기도 고양시 일산서구 일현로41번길 16,10343,37.6914405739,126.7617213547,제주전기자동차서비스,AC완속
고양시,퍼스트가든 제1주차장,경기도 고양시 일산동구 설문동 672-21번지,경기도 고양시 일산동구 탑삭골길 273-9,10245,37.7319009890,126.7956602103,제주전기자동차서비스,AC완속
고양시,21세기현대기아자동차회사,경기도 고양시 일산동구 풍동 638-2번지,경기도 고양시 일산동구 고양대로 900-28,10311,37.6770783362,126.7949087280,기아자동차,DC차데모+DC콤보
고양시,일산쌍용아파트,경기도 고양시 일산서구 일산동 576-4번지 쌍용아파트,,10340,37.6866777568,126.7771023435,케이티,AC완속
고양시,현대타운빌관리단,경기도 고양시 일산동구 장항동 848-1번지 현대타운빌,,10403,37.6564853341,126.7744702474,케이티,AC완속
고양시,강선마을3단지입주자대표회의,경기도 고양시 일산서구 주엽동 43번지 강선마을3단지아파트,,10360,37.6732643583,126.7709617470,케이티,AC완속
고양시,아이스페이스관리단,경기도 고양시 일산동구 정발산동 785번지 일산현대아이스페이스,,10404,37.6636912131,126.7707832758,케이티,AC완속
고양시,중산마을6단지아파트,경기도 고양시 일산동구 중산동 1573번지 중산마을6단지아파트,,10333,37.6928712468,126.7817606972,케이티,AC완속
고양시,탄현마을2단지삼익아파트,경기도 고양시 일산서구 탄현동 1487번지 탄현마을2단지아파트,,10243,37.6935558862,126.7670540848,케이티,AC완속
고양시,중산마을8단지아파트,경기도 고양시 일산동구 중산동 1574번지 중산마을8단지아파트,,10333,37.6891807134,126.7810817506,케이티,AC완속
고양시,하이파크시티일산파밀리에2단지,경기도 고양시 일산서구 덕이동 411번지,경기도 고양시 일산서구 하이파크3로 11,10236,37.6928315416,126.7535976917,케이티,AC완속
고양시,한솔프레미낭오피스,경기도 고양시 일산동구 장항동 852-1번지 한솔프레미낭,,10403,37.6548687820,126.7739531521,케이티,AC완속
고양시,하이투모로오피스텔관리단,경기도 고양시 일산서구 대화동 2219번지,경기도 고양시 일산서구 중앙로 1581,10381,37.6761454987,126.7460990932,케이티,AC완속
고양시,대화마을동문3단지아파트,경기도 고양시 일산서구 대화동 2573번지 대화마을3단지아파트,,10218,37.6717523770,126.7315612590,한국전기차충전서비스,AC완속
고양시,에이제이카리안디투디 상암센터,경기도 고양시 덕양구 덕은동 209-2번지,경기도 고양시 덕양구 덕은로 19,10541,37.5882791553,126.8765401871,제주전기자동차서비스,AC완속
고양시,행신동소만마을3단지아파트,경기도 고양시 덕양구 행신동 799번지 소만마을3단지아파트,,10531,37.6157630454,126.8453096504,케이티,AC완속
고양시,고양동현대아파트,경기도 고양시 덕양구 고양동 240-6번지 현대아파트,,10275,37.7016525234,126.8998904727,케이티,AC완속
고양시,고양종합터미널환승주차장,경기도 고양시 일산동구 백석동 1242번지,경기도 고양시 일산동구 중앙로 1036,10450,37.6431934574,126.7897203592,한국전력,DC차데모+AC3상+DC콤보
고양시,화정환승공영주차장,경기도 고양시 덕양구 화정로 63 ,,10497,,,한국전력,DC차데모+AC3상+DC콤보
고양시,개스타하우스,경기도 고양시 일산동구 성석동 590-1번지,경기도 고양시 일산동구 진밭로 7-29,10312,37.7005524572,126.8000746885,파워큐브,AC완속
고양시,스타필드 고양,경기도 고양시 덕양구 동산동 370번지,경기도 고양시 덕양구 고양대로 1955,10595,37.6470962619,126.8948092677,환경부(한국자동차환경협회),DC콤보
고양시,일산동구청,경기도 고양시 일산동구 마두동 815번지 좌측,경기도 고양시 일산동구 중앙로 1256,10409,37.6588678240,126.7749572412,환경부(한국자동차환경협회),DC차데모+AC3상+DC콤보
고양시,고양시 모텔박스,경기도 고양시 일산동구 중산동 42-1번지 지상주차장,경기도 고양시 일산동구 약산길 5-24,10319,37.6801198826,126.7910808518,차지비,AC완속
고양시,고양시 이마트(일산점),경기도 고양시 일산동구 백석동 1194번지 흰돌마을1단지아파트 본관B2층 G6구역,,10421,37.6475958027,126.7829110755,차지비,AC완속
고양시,고양시 레이킨스몰,경기도 고양시 일산서구 대화동 2602번지 지하3층 주차장 B09,경기도 고양시 일산서구 호수로 817,10391,37.6679786706,126.7516242854,차지비,AC완속
고양시,동문굿모닝타워1차,경기도 고양시 일산동구 백석동 1323번지 동문굿모닝타워1차,,10449,37.6403631520,126.7867096575,케이티,AC완속
고양시,대우시티프라자,경기도 고양시 일산서구 주엽동 115번지 대우시티프라자,경기도 고양시 일산서구 중앙로 1455,10387,37.6708974586,126.7585231859,케이티,AC완속
고양시,호수마을 대우1단지,경기도 고양시 일산동구 장항동 902번지 호수마을1단지아파트,,10422,37.6488012291,126.7795667623,케이티,AC완속
고양시,달빛마을2단지 라이프아파트,경기도 고양시 덕양구 화정동 851번지 달빛마을2단지,,10473,37.6464752212,126.8347135465,케이티,AC완속
고양시,일산푸르지오아파트,경기도 고양시 일산서구 일산동 1945-1번지 일산푸르지오 지하2층 01,경기도 고양시 일산서구 일청로 75,10346,37.6908694600,126.7727969897,케이티,AC완속
고양시,고양 우인아파트,경기도 고양시 덕양구 주교동 1633번지 우신아크리움빌아파트,,10297,37.6656442065,126.8343157151,케이티,AC완속
고양시,로데오탑상가,경기도 고양시 일산동구 장항동 757번지 로데오탑,,10401,37.6603374862,126.7677436097,케이티,AC완속
고양시,탄현마을서광12단지,경기도 고양시 일산서구 탄현동 1579번지 탄현마을12단지아파트,,10344,37.6898522750,126.7642890576,케이티,AC완속
고양시,경남아파트,경기도 고양시 일산서구 주엽동 38번지 강선마을2단지아파트 경남아파트,,10360,37.6741574871,126.7696376099,케이티,AC완속
고양시,중산2단지코오롱아파트208동,경기도 고양시 일산동구 중산동 1556번지 중산마을2단지아파트 208동,,10336,37.6938643997,126.7790855944,케이티,AC완속
고양시,N2WASH 일산전기차충전소,경기도 고양시 ,,,,,제주전기자동차서비스,AC완속
고양시,행신제9공영주차장,경기도 고양시 덕양구 행신동 805번지,경기도 고양시 덕양구 소원로181번길 38,10531,37.6146162138,126.8433028518,한국전기차충전서비스,DC차데모+DC콤보
고양시,탄현제3공영주차장,경기도 고양시 일산서구 탄현동 1589번지,경기도 고양시 일산서구 탄중로 244-2,10345,37.6927688893,126.7724154804,한국전기차충전서비스,DC차데모+DC콤보
고양시,일산3동 행정복지센터,경기도 고양시 일산서구 일산동 1100번지,경기도 고양시 일산서구 강선로 158,10356,37.6769823818,126.7702449619,에버온,AC완속
고양시,의정부지방법원 고양지원,경기도 고양시 일산동구 장항동 885-1번지 고양지원 임직원 주차장 입구,경기도 고양시 일산동구 장백로 209,10413,37.6529451532,126.7747994409,에버온,AC완속
고양시,주식회사 승일,경기도 고양시 일산동구 성석동 532-1번지 야외 주차장 1F,경기도 고양시 일산동구 마골1길 14-9,10312,37.7073708726,126.8069308477,에버온,AC완속
고양시,둥글이네(이영수),경기도 고양시 덕양구 지축동 153번지 1층 주차장,경기도 고양시 덕양구 북한산로387번길 45-12,10580,37.6623947386,126.9487217077,이카플러그,AC완속
고양시,백석1동행정복지센터,경기도 고양시 일산동구 백석동 1147번지,경기도 고양시 일산동구 일산로 145,10445,37.6496275642,126.7924930655,에버온,AC완속
고양시,성사2동 행정복지센터,경기도 고양시 덕양구 성사동 734-1번지,경기도 고양시 덕양구 호국로742번길 6-6,10469,37.6529456495,126.8329213451,에버온,AC완속
고양시,마두2동 행정복지센터,경기도 고양시 일산동구 마두동 782번지,경기도 고양시 일산동구 강송로 166,10416,37.6535899607,126.7844518842,에버온,AC완속
고양시,일산1동 행정복지센터,경기도 고양시 일산서구 일산동 963-6번지,경기도 고양시 일산서구 원일로 55,10348,37.6872378175,126.7685339725,에버온,AC완속
고양시,고양시 탄현제5공용주차장,경기도 고양시 일산서구 탄현동 1489 지상1층주차장,,,,,지엔텔,DC차데모+AC3상+DC콤보
고양시,백석2공영주차장,경기도 고양시 일산동구 백석동 1315번지 일산동구 백석동,경기도 고양시 일산동구 장백로 15-7,10449,37.6396220856,126.7893689928,한국전기차충전서비스,DC차데모+AC3상+DC콤보
고양시,성사2공영주차장,경기도 고양시 덕양구 성사동 721,,10468,37.6531080533,126.8385683158,한국전기차충전서비스,DC차데모+AC3상+DC콤보
고양시,밤가시마을건영5단지,경기도 고양시 일산동구 정발산동 1116번지 밤가시마을5단지건영빌라,,10357,37.6766606717,126.7794902344,제주전기자동차서비스,AC완속
고양시,고양지사,경기도 고양시 일산동구 백석동 1310번지,경기도 고양시 일산동구 장백로 39,10449,37.6413702778,126.7878108251,한국전력,DC차데모+AC3상+DC콤보
고양시,한국건설기술연구원,경기도 고양시 일산서구 대화동 2311번지,경기도 고양시 일산서구 고양대로 315,10223,37.6721017507,126.7395745458,한국전력,AC완속
고양시,장항제1공영주차장,경기도 고양시 일산동구 장항동 777번지,경기도 고양시 일산동구 무궁화로 32-19,10401,37.6620382005,126.7687473052,한국전기차충전서비스,DC차데모+DC콤보
고양시,풍동제3공영주차장,경기도 고양시 일산동구 풍동 1276번지,경기도 고양시 일산동구 숲속마을로 14-7,10305,37.6675694310,126.8009741709,한국전기차충전서비스,DC차데모+DC콤보
고양시,해태쇼핑,경기도 고양시 일산동구 중산동 1561-1번지 해태쇼핑타운,경기도 고양시 일산동구 중산로 241,10336,37.6936996033,126.7801420540,케이티,AC완속
고양시,산들마을5단지동문굿모닝힐,경기도 고양시 일산서구 일산동 1670번지 산들마을5단지,,10354,37.6825563582,126.7752484087,케이티,AC완속
